season,week,celebrity_name,celebrity_industry,results,total_judge_score,num_judges,judge_rank,judge_percent,eliminated_week_num,is_eliminated,inferred_fan_val,rule_type,harmonized_fan_percent
4,6,John Ratzenberger,Actor/Actress,Eliminated Week 7,19.0,3,7.0,0.1117647058823529,7,False,0.1352941176470588,Percentage,0.1352941176470588
4,6,Laila Ali,Athlete,3rd Place,28.0,3,1.0,0.1647058823529411,11,False,0.16470588235294112,Percentage,0.16470588235294112
4,7,Apolo Anton Ohno,Athlete,1st Place,27.0,3,3.0,0.174757281553398,11,False,0.1747572815521854,Percentage,0.1747572815521854
4,7,Billy Ray Cyrus,Singer/Rapper,Eliminated Week 8,19.0,3,6.0,0.1229773462783171,8,False,0.14563106796359038,Percentage,0.14563106796359038
4,7,Ian Ziering,Actor/Actress,Eliminated Week 9,27.0,3,3.0,0.174757281553398,9,False,0.1747572815521854,Percentage,0.1747572815521854
4,7,Joey Fatone,Singer/Rapper,2nd Place,29.5,3,1.0,0.1909385113268608,11,False,0.19093851132564818,Percentage,0.19093851132564818
4,7,John Ratzenberger,Actor/Actress,Eliminated Week 7,22.5,3,5.0,0.145631067961165,7,True,0.12297734628074247,Percentage,0.12297734628074247
4,7,Laila Ali,Athlete,3rd Place,29.5,3,1.0,0.1909385113268608,11,False,0.19093851132564818,Percentage,0.19093851132564818
4,8,Apolo Anton Ohno,Athlete,1st Place,29.0,3,1.0,0.2310756972111553,11,False,0.2310756972111553,Percentage,0.2310756972111553
4,8,Billy Ray Cyrus,Singer/Rapper,Eliminated Week 8,19.0,3,5.0,0.1513944223107569,8,True,0.1513944223107569,Percentage,0.1513944223107569
4,8,Ian Ziering,Actor/Actress,Eliminated Week 9,23.5,3,4.0,0.1872509960159362,9,False,0.1872509960159362,Percentage,0.1872509960159362
4,8,Joey Fatone,Singer/Rapper,2nd Place,27.5,3,2.0,0.2191235059760956,11,False,0.2191235059760956,Percentage,0.2191235059760956
4,8,Laila Ali,Athlete,3rd Place,26.5,3,3.0,0.2111553784860557,11,False,0.2111553784860557,Percentage,0.2111553784860557
4,9,Apolo Anton Ohno,Athlete,1st Place,29.5,3,3.0,0.2489451476793249,11,False,0.2489451476793249,Percentage,0.2489451476793249
4,9,Ian Ziering,Actor/Actress,Eliminated Week 9,29.0,3,4.0,0.2447257383966244,9,True,0.2447257383966244,Percentage,0.2447257383966244
4,9,Joey Fatone,Singer/Rapper,2nd Place,30.0,3,1.0,0.2531645569620253,11,False,0.2531645569620253,Percentage,0.2531645569620253
4,9,Laila Ali,Athlete,3rd Place,30.0,3,1.0,0.2531645569620253,11,False,0.2531645569620253,Percentage,0.2531645569620253
4,10,Apolo Anton Ohno,Athlete,1st Place,29.3332,3,1.0,0.3397685007685367,11,False,0.3397685007685367,Percentage,0.3397685007685367
4,10,Joey Fatone,Singer/Rapper,2nd Place,28.6665,3,2.0,0.3320460681848982,11,False,0.3320460681848982,Percentage,0.3320460681848982
4,10,Laila Ali,Athlete,3rd Place,28.3332,3,3.0,0.3281854310465651,11,False,0.3281854310465651,Percentage,0.3281854310465651
5,1,Albert Reed,Model,Eliminated Week 2,21.0,3,5.0,0.0817120622568093,2,False,0.0817120622568093,Percentage,0.0817120622568093
5,1,Cameron Mathison,Actor/Actress,Eliminated Week 8,21.0,3,5.0,0.0817120622568093,8,False,0.0817120622568093,Percentage,0.0817120622568093
5,1,Floyd Mayweather Jr. ,Athlete,Eliminated Week 4,18.0,3,11.0,0.0700389105058365,4,False,0.0700389105058365,Percentage,0.0700389105058365
5,1,Helio Castroneves,Racing Driver,1st Place,25.0,3,2.0,0.0972762645914396,11,False,0.0972762645914396,Percentage,0.0972762645914396
5,1,Jane Seymour,Actor/Actress,Eliminated Week 7,24.0,3,3.0,0.0933852140077821,7,False,0.0933852140077821,Percentage,0.0933852140077821
5,1,Jennie Garth,Actor/Actress,Eliminated Week 9,21.0,3,5.0,0.0817120622568093,9,False,0.0817120622568093,Percentage,0.0817120622568093
5,1,Josie Maran,Model,Eliminated Week 1,16.0,3,12.0,0.0622568093385214,1,True,0.0622568093385214,Percentage,0.0622568093385214
5,1,Marie Osmond,Singer/Rapper,3rd Place,21.0,3,5.0,0.0817120622568093,11,False,0.0817120622568093,Percentage,0.0817120622568093
5,1,Mark Cuban,TV Personality,Eliminated Week 5,21.0,3,5.0,0.0817120622568093,5,False,0.0817120622568093,Percentage,0.0817120622568093
5,1,Mel B,Singer/Rapper,2nd Place,24.0,3,3.0,0.0933852140077821,11,False,0.0933852140077821,Percentage,0.0933852140077821
5,1,Sabrina Bryan,Actor/Actress,Eliminated Week 6,26.0,3,1.0,0.1011673151750972,6,False,0.1011673151750972,Percentage,0.1011673151750972
5,1,Wayne Newton,Singer/Rapper,Eliminated Week 3,19.0,3,10.0,0.0739299610894941,3,False,0.0739299610894941,Percentage,0.0739299610894941
5,2,Albert Reed,Model,Eliminated Week 2,21.0,3,5.0,0.088235294117647,2,True,0.06302521008403361,Percentage,0.06302521008403361
5,2,Cameron Mathison,Actor/Actress,Eliminated Week 8,21.0,3,5.0,0.088235294117647,8,False,0.08823529411764705,Percentage,0.08823529411764705
5,2,Floyd Mayweather Jr. ,Athlete,Eliminated Week 4,21.0,3,5.0,0.088235294117647,4,False,0.08823529411764701,Percentage,0.08823529411764701
5,2,Helio Castroneves,Racing Driver,1st Place,27.0,3,1.0,0.1134453781512605,11,False,0.11344537815126056,Percentage,0.11344537815126056
5,2,Jane Seymour,Actor/Actress,Eliminated Week 7,21.0,3,5.0,0.088235294117647,7,False,0.08823529411764702,Percentage,0.08823529411764702
5,2,Jennie Garth,Actor/Actress,Eliminated Week 9,21.0,3,5.0,0.088235294117647,9,False,0.08823529411764704,Percentage,0.08823529411764704
5,2,Marie Osmond,Singer/Rapper,3rd Place,24.0,3,3.0,0.1008403361344537,11,False,0.10084033613445373,Percentage,0.10084033613445373
5,2,Mark Cuban,TV Personality,Eliminated Week 5,18.0,3,10.0,0.0756302521008403,5,False,0.07563025210084034,Percentage,0.07563025210084034
5,2,Mel B,Singer/Rapper,2nd Place,23.0,3,4.0,0.0966386554621848,11,False,0.09663865546218484,Percentage,0.09663865546218484
5,2,Sabrina Bryan,Actor/Actress,Eliminated Week 6,26.0,3,2.0,0.1092436974789916,6,False,0.10924369747899165,Percentage,0.10924369747899165
5,2,Wayne Newton,Singer/Rapper,Eliminated Week 3,15.0,3,11.0,0.0630252100840336,3,False,0.08823529411764702,Percentage,0.08823529411764702
5,3,Cameron Mathison,Actor/Actress,Eliminated Week 8,23.0,3,7.0,0.0962343096234309,8,False,0.0962343096234309,Percentage,0.0962343096234309
5,3,Floyd Mayweather Jr. ,Athlete,Eliminated Week 4,21.0,3,8.0,0.0878661087866108,4,False,0.0878661087866108,Percentage,0.0878661087866108
5,3,Helio Castroneves,Racing Driver,1st Place,24.0,3,6.0,0.100418410041841,11,False,0.100418410041841,Percentage,0.100418410041841
5,3,Jane Seymour,Actor/Actress,Eliminated Week 7,27.0,3,1.0,0.1129707112970711,7,False,0.1129707112970711,Percentage,0.1129707112970711
5,3,Jennie Garth,Actor/Actress,Eliminated Week 9,26.0,3,4.0,0.1087866108786611,9,False,0.1087866108786611,Percentage,0.1087866108786611
5,3,Marie Osmond,Singer/Rapper,3rd Place,26.0,3,4.0,0.1087866108786611,11,False,0.1087866108786611,Percentage,0.1087866108786611
5,3,Mark Cuban,TV Personality,Eliminated Week 5,20.0,3,9.0,0.0836820083682008,5,False,0.0836820083682008,Percentage,0.0836820083682008
5,3,Mel B,Singer/Rapper,2nd Place,27.0,3,1.0,0.1129707112970711,11,False,0.1129707112970711,Percentage,0.1129707112970711
5,3,Sabrina Bryan,Actor/Actress,Eliminated Week 6,27.0,3,1.0,0.1129707112970711,6,False,0.1129707112970711,Percentage,0.1129707112970711
5,3,Wayne Newton,Singer/Rapper,Eliminated Week 3,18.0,3,10.0,0.0753138075313807,3,True,0.0753138075313807,Percentage,0.0753138075313807
5,4,Cameron Mathison,Actor/Actress,Eliminated Week 8,27.0,3,2.0,0.1153846153846153,8,False,0.11538461538461535,Percentage,0.11538461538461535
5,4,Floyd Mayweather Jr. ,Athlete,Eliminated Week 4,23.0,3,8.0,0.0982905982905982,4,True,0.09401709401709406,Percentage,0.09401709401709406
5,4,Helio Castroneves,Racing Driver,1st Place,27.0,3,2.0,0.1153846153846153,11,False,0.11538461538461535,Percentage,0.11538461538461535
5,4,Jane Seymour,Actor/Actress,Eliminated Week 7,26.0,3,5.0,0.1111111111111111,7,False,0.11111111111111116,Percentage,0.11111111111111116
5,4,Jennie Garth,Actor/Actress,Eliminated Week 9,27.0,3,2.0,0.1153846153846153,9,False,0.11538461538461535,Percentage,0.11538461538461535
5,4,Marie Osmond,Singer/Rapper,3rd Place,26.0,3,5.0,0.1111111111111111,11,False,0.11111111111111116,Percentage,0.11111111111111116
5,4,Mark Cuban,TV Personality,Eliminated Week 5,22.0,3,9.0,0.094017094017094,5,False,0.09829059829059825,Percentage,0.09829059829059825
5,4,Mel B,Singer/Rapper,2nd Place,26.0,3,5.0,0.1111111111111111,11,False,0.11111111111111116,Percentage,0.11111111111111116
5,4,Sabrina Bryan,Actor/Actress,Eliminated Week 6,30.0,3,1.0,0.1282051282051282,6,False,0.12820512820512825,Percentage,0.12820512820512825
5,5,Cameron Mathison,Actor/Actress,Eliminated Week 8,26.0,3,3.0,0.1306532663316583,8,False,0.1306532663316583,Percentage,0.1306532663316583
5,5,Helio Castroneves,Racing Driver,1st Place,23.0,3,6.0,0.1155778894472361,11,False,0.1155778894472361,Percentage,0.1155778894472361
5,5,Jane Seymour,Actor/Actress,Eliminated Week 7,26.0,3,3.0,0.1306532663316583,7,False,0.1306532663316583,Percentage,0.1306532663316583
5,5,Jennie Garth,Actor/Actress,Eliminated Week 9,25.0,3,5.0,0.1256281407035175,9,False,0.1256281407035175,Percentage,0.1256281407035175
5,5,Marie Osmond,Singer/Rapper,3rd Place,21.0,3,7.0,0.1055276381909547,11,False,0.1055276381909547,Percentage,0.1055276381909547
5,5,Mark Cuban,TV Personality,Eliminated Week 5,21.0,3,7.0,0.1055276381909547,5,True,0.1055276381909547,Percentage,0.1055276381909547
5,5,Mel B,Singer/Rapper,2nd Place,29.0,3,1.0,0.1457286432160804,11,False,0.1457286432160804,Percentage,0.1457286432160804
5,5,Sabrina Bryan,Actor/Actress,Eliminated Week 6,28.0,3,2.0,0.1407035175879397,6,False,0.1407035175879397,Percentage,0.1407035175879397
5,6,Cameron Mathison,Actor/Actress,Eliminated Week 8,25.0,3,4.0,0.1388888888888889,8,False,0.13888888888888892,Percentage,0.13888888888888892
5,6,Helio Castroneves,Racing Driver,1st Place,28.0,3,2.0,0.1555555555555555,11,False,0.15555555555555553,Percentage,0.15555555555555553
5,6,Jane Seymour,Actor/Actress,Eliminated Week 7,22.0,3,7.0,0.1222222222222222,7,False,0.13703703703703704,Percentage,0.13703703703703704
5,6,Jennie Garth,Actor/Actress,Eliminated Week 9,27.0,3,3.0,0.15,9,False,0.15000000000000002,Percentage,0.15000000000000002
5,6,Marie Osmond,Singer/Rapper,3rd Place,23.0,3,6.0,0.1277777777777777,11,False,0.1314814814814815,Percentage,0.1314814814814815
5,6,Mel B,Singer/Rapper,2nd Place,30.0,3,1.0,0.1666666666666666,11,False,0.16666666666666663,Percentage,0.16666666666666663
5,6,Sabrina Bryan,Actor/Actress,Eliminated Week 6,25.0,3,4.0,0.1388888888888889,6,True,0.12037037037037035,Percentage,0.12037037037037035
5,7,Cameron Mathison,Actor/Actress,Eliminated Week 8,25.5,3,5.0,0.1634615384615384,8,False,0.1634615384615384,Percentage,0.1634615384615384
5,7,Helio Castroneves,Racing Driver,1st Place,26.0,3,3.0,0.1666666666666666,11,False,0.1666666666666666,Percentage,0.1666666666666666
5,7,Jane Seymour,Actor/Actress,Eliminated Week 7,25.0,3,6.0,0.1602564102564102,7,True,0.1602564102564102,Percentage,0.1602564102564102
5,7,Jennie Garth,Actor/Actress,Eliminated Week 9,26.5,3,2.0,0.1698717948717948,9,False,0.1698717948717948,Percentage,0.1698717948717948
5,7,Marie Osmond,Singer/Rapper,3rd Place,26.0,3,3.0,0.1666666666666666,11,False,0.1666666666666666,Percentage,0.1666666666666666
5,7,Mel B,Singer/Rapper,2nd Place,27.0,3,1.0,0.173076923076923,11,False,0.173076923076923,Percentage,0.173076923076923
5,8,Cameron Mathison,Actor/Actress,Eliminated Week 8,25.5,3,3.0,0.1939163498098859,8,True,0.18631178707197052,Percentage,0.18631178707197052
5,8,Helio Castroneves,Racing Driver,1st Place,28.5,3,1.0,0.2167300380228136,11,False,0.21673003802299556,Percentage,0.21673003802299556
5,8,Jennie Garth,Actor/Actress,Eliminated Week 9,25.0,3,4.0,0.1901140684410646,9,False,0.19011406844124656,Percentage,0.19011406844124656
5,8,Marie Osmond,Singer/Rapper,3rd Place,24.5,3,5.0,0.1863117870722433,11,False,0.19391634980961311,Percentage,0.19391634980961311
5,8,Mel B,Singer/Rapper,2nd Place,28.0,3,2.0,0.2129277566539923,11,False,0.21292775665417427,Percentage,0.21292775665417427
5,9,Helio Castroneves,Racing Driver,1st Place,30.0,3,1.0,0.2564102564102564,11,False,0.25641025641048376,Percentage,0.25641025641048376
5,9,Jennie Garth,Actor/Actress,Eliminated Week 9,29.0,3,3.0,0.2478632478632478,9,True,0.23931623931601195,Percentage,0.23931623931601195
5,9,Marie Osmond,Singer/Rapper,3rd Place,28.0,3,4.0,0.2393162393162393,11,False,0.24786324786302044,Percentage,0.24786324786302044
5,9,Mel B,Singer/Rapper,2nd Place,30.0,3,1.0,0.2564102564102564,11,False,0.2564102564104838,Percentage,0.2564102564104838
5,10,Helio Castroneves,Racing Driver,1st Place,27.9999,3,2.0,0.352940954028016,11,False,0.352940954028016,Percentage,0.352940954028016
5,10,Marie Osmond,Singer/Rapper,3rd Place,23.0,3,3.0,0.2899168190830813,11,False,0.2899168190830813,Percentage,0.2899168190830813
5,10,Mel B,Singer/Rapper,2nd Place,28.3332,3,1.0,0.3571422268889025,11,False,0.3571422268889025,Percentage,0.3571422268889025
6,1,Adam Carolla,Radio Personality,Eliminated Week 4,15.0,3,11.0,0.0617283950617283,4,False,0.0617283950617283,Percentage,0.0617283950617283
6,1,Cristian de la Fuente,Actor/Actress,3rd Place,21.0,3,6.0,0.0864197530864197,11,False,0.0864197530864197,Percentage,0.0864197530864197
6,1,Jason Taylor,Athlete,2nd Place,22.0,3,4.0,0.0905349794238683,11,False,0.0905349794238683,Percentage,0.0905349794238683
6,1,Kristi Yamaguchi,Athlete,1st Place,27.0,3,1.0,0.1111111111111111,11,False,0.1111111111111111,Percentage,0.1111111111111111
6,1,Mario,Singer/Rapper,Eliminated Week 8,24.0,3,2.0,0.0987654320987654,8,False,0.0987654320987654,Percentage,0.0987654320987654
6,1,Marissa Jaret Winokur,Actor/Actress,Eliminated Week 9,18.0,3,8.0,0.074074074074074,9,False,0.074074074074074,Percentage,0.074074074074074
6,1,Marlee Matlin,Actor/Actress,Eliminated Week 6,22.0,3,4.0,0.0905349794238683,6,False,0.0905349794238683,Percentage,0.0905349794238683
6,1,Monica Seles,Athlete,Eliminated Week 2,15.0,3,11.0,0.0617283950617283,2,False,0.0617283950617283,Percentage,0.0617283950617283
6,1,Penn Jillette,Magician,Eliminated Week 2,16.0,3,10.0,0.0658436213991769,2,False,0.0658436213991769,Percentage,0.0658436213991769
6,1,Priscilla Presley,Actor/Actress,Eliminated Week 5,24.0,3,2.0,0.0987654320987654,5,False,0.0987654320987654,Percentage,0.0987654320987654
6,1,Shannon Elizabeth,Actor/Actress,Eliminated Week 7,21.0,3,6.0,0.0864197530864197,7,False,0.0864197530864197,Percentage,0.0864197530864197
6,1,Steve Guttenberg,Actor/Actress,Eliminated Week 3,18.0,3,8.0,0.074074074074074,3,False,0.074074074074074,Percentage,0.074074074074074
6,2,Adam Carolla,Radio Personality,Eliminated Week 4,19.0,3,9.0,0.0739299610894941,4,False,0.07392996108950363,Percentage,0.07392996108950363
6,2,Cristian de la Fuente,Actor/Actress,3rd Place,20.0,3,8.0,0.0778210116731517,11,False,0.07782101167316123,Percentage,0.07782101167316123
6,2,Jason Taylor,Athlete,2nd Place,27.0,3,1.0,0.1050583657587548,11,False,0.10505836575876433,Percentage,0.10505836575876433
6,2,Kristi Yamaguchi,Athlete,1st Place,27.0,3,1.0,0.1050583657587548,11,False,0.10505836575876433,Percentage,0.10505836575876433
6,2,Mario,Singer/Rapper,Eliminated Week 8,26.0,3,3.0,0.1011673151750972,8,False,0.10116731517510673,Percentage,0.10116731517510673
6,2,Marissa Jaret Winokur,Actor/Actress,Eliminated Week 9,21.0,3,6.0,0.0817120622568093,9,False,0.08171206225681883,Percentage,0.08171206225681883
6,2,Marlee Matlin,Actor/Actress,Eliminated Week 6,24.0,3,4.0,0.0933852140077821,6,False,0.09338521400779164,Percentage,0.09338521400779164
6,2,Monica Seles,Athlete,Eliminated Week 2,15.0,3,12.0,0.0583657587548638,2,True,0.05836575875487333,Percentage,0.05836575875487333
6,2,Penn Jillette,Magician,Eliminated Week 2,17.0,3,10.0,0.0661478599221789,2,True,0.062256809338474085,Percentage,0.062256809338474085
6,2,Priscilla Presley,Actor/Actress,Eliminated Week 5,21.0,3,6.0,0.0817120622568093,5,False,0.08171206225681883,Percentage,0.08171206225681883
6,2,Shannon Elizabeth,Actor/Actress,Eliminated Week 7,24.0,3,4.0,0.0933852140077821,7,False,0.09338521400779164,Percentage,0.09338521400779164
6,2,Steve Guttenberg,Actor/Actress,Eliminated Week 3,16.0,3,11.0,0.0622568093385214,3,False,0.0661478599221316,Percentage,0.0661478599221316
6,3,Adam Carolla,Radio Personality,Eliminated Week 4,21.0,3,6.0,0.0921052631578947,4,False,0.09210526315789475,Percentage,0.09210526315789475
6,3,Cristian de la Fuente,Actor/Actress,3rd Place,25.0,3,3.0,0.1096491228070175,11,False,0.10964912280701754,Percentage,0.10964912280701754
6,3,Jason Taylor,Athlete,2nd Place,23.0,3,5.0,0.1008771929824561,11,False,0.10087719298245613,Percentage,0.10087719298245613
6,3,Kristi Yamaguchi,Athlete,1st Place,27.0,3,1.0,0.1184210526315789,11,False,0.11842105263157894,Percentage,0.11842105263157894
6,3,Mario,Singer/Rapper,Eliminated Week 8,21.0,3,6.0,0.0921052631578947,8,False,0.09210526315789475,Percentage,0.09210526315789475
6,3,Marissa Jaret Winokur,Actor/Actress,Eliminated Week 9,19.0,3,10.0,0.0833333333333333,9,False,0.09210526315789475,Percentage,0.09210526315789475
6,3,Marlee Matlin,Actor/Actress,Eliminated Week 6,21.0,3,6.0,0.0921052631578947,6,False,0.09210526315789475,Percentage,0.09210526315789475
6,3,Priscilla Presley,Actor/Actress,Eliminated Week 5,26.0,3,2.0,0.1140350877192982,5,False,0.11403508771929824,Percentage,0.11403508771929824
6,3,Shannon Elizabeth,Actor/Actress,Eliminated Week 7,24.0,3,4.0,0.1052631578947368,7,False,0.10526315789473684,Percentage,0.10526315789473684
6,3,Steve Guttenberg,Actor/Actress,Eliminated Week 3,21.0,3,6.0,0.0921052631578947,3,True,0.08333333333333334,Percentage,0.08333333333333334
6,4,Adam Carolla,Radio Personality,Eliminated Week 4,19.0,3,9.0,0.0844444444444444,4,True,0.0844444444444444,Percentage,0.0844444444444444
6,4,Cristian de la Fuente,Actor/Actress,3rd Place,26.0,3,4.0,0.1155555555555555,11,False,0.1155555555555555,Percentage,0.1155555555555555
6,4,Jason Taylor,Athlete,2nd Place,29.0,3,1.0,0.1288888888888889,11,False,0.1288888888888889,Percentage,0.1288888888888889
6,4,Kristi Yamaguchi,Athlete,1st Place,29.0,3,1.0,0.1288888888888889,11,False,0.1288888888888889,Percentage,0.1288888888888889
6,4,Mario,Singer/Rapper,Eliminated Week 8,24.0,3,5.0,0.1066666666666666,8,False,0.1066666666666666,Percentage,0.1066666666666666
6,4,Marissa Jaret Winokur,Actor/Actress,Eliminated Week 9,24.0,3,5.0,0.1066666666666666,9,False,0.1066666666666666,Percentage,0.1066666666666666
6,4,Marlee Matlin,Actor/Actress,Eliminated Week 6,24.0,3,5.0,0.1066666666666666,6,False,0.1066666666666666,Percentage,0.1066666666666666
6,4,Priscilla Presley,Actor/Actress,Eliminated Week 5,22.0,3,8.0,0.0977777777777777,5,False,0.0977777777777777,Percentage,0.0977777777777777
6,4,Shannon Elizabeth,Actor/Actress,Eliminated Week 7,28.0,3,3.0,0.1244444444444444,7,False,0.1244444444444444,Percentage,0.1244444444444444
6,5,Cristian de la Fuente,Actor/Actress,3rd Place,23.0,3,5.0,0.1173469387755102,11,False,0.1173469387755102,Percentage,0.1173469387755102
6,5,Jason Taylor,Athlete,2nd Place,27.0,3,2.0,0.1377551020408163,11,False,0.1377551020408163,Percentage,0.1377551020408163
6,5,Kristi Yamaguchi,Athlete,1st Place,29.0,3,1.0,0.1479591836734693,11,False,0.1479591836734693,Percentage,0.1479591836734693
6,5,Mario,Singer/Rapper,Eliminated Week 8,27.0,3,2.0,0.1377551020408163,8,False,0.1377551020408163,Percentage,0.1377551020408163
6,5,Marissa Jaret Winokur,Actor/Actress,Eliminated Week 9,24.0,3,4.0,0.1224489795918367,9,False,0.1224489795918367,Percentage,0.1224489795918367
6,5,Marlee Matlin,Actor/Actress,Eliminated Week 6,22.0,3,7.0,0.1122448979591836,6,False,0.1122448979591836,Percentage,0.1122448979591836
6,5,Priscilla Presley,Actor/Actress,Eliminated Week 5,21.0,3,8.0,0.1071428571428571,5,True,0.1071428571428571,Percentage,0.1071428571428571
6,5,Shannon Elizabeth,Actor/Actress,Eliminated Week 7,23.0,3,5.0,0.1173469387755102,7,False,0.1173469387755102,Percentage,0.1173469387755102
6,6,Cristian de la Fuente,Actor/Actress,3rd Place,27.0,3,3.0,0.15,11,False,0.15,Percentage,0.15
6,6,Jason Taylor,Athlete,2nd Place,24.0,3,5.0,0.1333333333333333,11,False,0.1333333333333333,Percentage,0.1333333333333333
6,6,Kristi Yamaguchi,Athlete,1st Place,30.0,3,1.0,0.1666666666666666,11,False,0.1666666666666666,Percentage,0.1666666666666666
6,6,Mario,Singer/Rapper,Eliminated Week 8,28.0,3,2.0,0.1555555555555555,8,False,0.1555555555555555,Percentage,0.1555555555555555
6,6,Marissa Jaret Winokur,Actor/Actress,Eliminated Week 9,26.0,3,4.0,0.1444444444444444,9,False,0.1444444444444444,Percentage,0.1444444444444444
6,6,Marlee Matlin,Actor/Actress,Eliminated Week 6,21.0,3,7.0,0.1166666666666666,6,True,0.1166666666666666,Percentage,0.1166666666666666
6,6,Shannon Elizabeth,Actor/Actress,Eliminated Week 7,24.0,3,5.0,0.1333333333333333,7,False,0.1333333333333333,Percentage,0.1333333333333333
6,7,Cristian de la Fuente,Actor/Actress,3rd Place,23.0,3,6.0,0.1488673139158576,11,False,0.1650485436893204,Percentage,0.1650485436893204
6,7,Jason Taylor,Athlete,2nd Place,27.5,3,1.0,0.1779935275080906,11,False,0.1779935275080906,Percentage,0.1779935275080906
6,7,Kristi Yamaguchi,Athlete,1st Place,27.0,3,2.0,0.174757281553398,11,False,0.174757281553398,Percentage,0.174757281553398
